date,Kjelavatn,Staavatn,Langesae,Foersvatn,Venemo,Botnedalsvatn,Bitdalsvatn,Vaamarvatn,Langeidvatn,Totak,Songavatn,Vinjevatn,Bandak,Bordalsvatn,Byrtevatn,Hyljelihyl,Vatjern
2015-01-01 00:00:00+00:00,42.352,17.472,56.669,92.15,18.263,32.999,92.404,9.796,30.541,170.219,492.379,6.672,137.785,166.063,63.929,0.13,0.15
2015-01-02 00:00:00+00:00,42.001,16.474,56.262,92.185,18.332,32.999,92.024,11.079,30.587,170.219,489.891,5.959,137.785,165.969,63.884,0.13,0.15
2015-01-03 00:00:00+00:00,41.494,15.36,55.753,92.079,18.356,32.743,91.786,12.257,30.587,170.219,487.126,6.445,137.785,165.733,63.703,0.13,0.15
2015-01-04 00:00:00+00:00,41.221,14.784,55.516,91.938,18.388,32.589,91.453,11.425,30.541,169.512,485.468,6.996,137.785,165.591,63.568,0.13,0.15
2015-01-05 00:00:00+00:00,41.182,14.63,55.482,91.903,18.388,32.538,91.025,10.143,30.541,169.512,485.191,7.028,137.785,165.544,63.522,0.13,0.15
2015-01-06 00:00:00+00:00,40.246,11.29,54.261,91.163,18.369,31.36,90.55,9.033,30.357,167.04,479.109,7.417,137.785,164.883,62.89,0.13,0.15
2015-01-07 00:00:00+00:00,39.856,9.907,53.786,90.881,18.344,30.848,90.074,9.865,30.312,166.334,475.792,7.028,138.769,164.599,62.619,0.13,0.15
2015-01-08 00:00:00+00:00,39.48,8.448,53.345,90.634,18.35,30.285,89.646,10.559,30.266,165.275,471.369,7.06,138.769,164.363,62.303,0.13,0.15
2015-01-09 00:00:00+00:00,39.222,6.758,52.938,90.352,18.369,29.85,89.266,9.865,30.266,164.215,468.881,6.931,139.754,164.174,62.032,0.13,0.15
2015-01-10 00:00:00+00:00,38.928,4.954,52.599,90.105,18.363,29.44,88.79,9.657,30.266,162.802,467.775,6.348,138.277,163.985,61.671,0.13,0.15
2015-01-11 00:00:00+00:00,38.671,3.994,52.362,89.964,18.35,29.21,88.648,10.281,30.22,161.743,466.946,5.959,137.293,163.844,61.445,0.13,0.15
2015-01-12 00:00:00+00:00,38.634,3.955,52.328,89.893,18.35,29.184,88.315,10.004,30.22,161.743,466.669,5.992,136.801,163.796,61.4,0.13,0.15
2015-01-13 00:00:00+00:00,37.899,3.187,51.514,88.412,18.381,28.698,88.029,11.183,30.312,162.449,460.311,6.38,136.309,162.757,60.226,0.13,0.15
2015-01-14 00:00:00+00:00,37.826,2.957,51.107,87.636,18.363,28.369,87.744,9.519,30.266,161.39,457.27,7.481,137.785,162.096,60.0,0.13,0.15
2015-01-15 00:00:00+00:00,37.679,2.765,50.7,86.825,18.332,28.076,87.364,8.097,30.266,160.684,455.059,7.708,137.293,161.482,59.819,0.13,0.15
2015-01-16 00:00:00+00:00,37.458,2.611,50.293,85.944,18.332,27.752,86.983,8.929,30.22,159.977,452.294,7.611,137.785,160.868,59.548,0.13,0.15
2015-01-17 00:00:00+00:00,37.201,2.573,49.852,84.992,18.332,27.366,86.65,9.172,30.128,159.977,449.253,6.445,137.293,160.112,59.232,0.13,0.15
2015-01-18 00:00:00+00:00,37.017,2.534,49.649,84.498,18.332,27.165,86.175,9.692,30.082,160.33,447.871,5.376,137.293,159.734,59.097,0.13,0.15
2015-01-19 00:00:00+00:00,36.98,2.534,49.581,84.392,18.332,27.134,85.699,10.385,30.082,160.33,447.595,5.409,136.309,159.64,59.051,0.13,0.15
2015-01-20 00:00:00+00:00,36.135,2.227,48.326,81.994,18.313,26.223,85.176,8.444,29.807,158.212,439.301,6.056,136.309,157.704,58.238,0.13,0.15
2015-01-21 00:00:00+00:00,35.731,2.227,47.783,81.042,18.294,25.791,84.7,7.889,29.715,157.505,435.984,5.182,136.309,156.853,57.877,0.13,0.15
2015-01-22 00:00:00+00:00,35.364,2.266,47.207,80.196,18.251,25.343,84.177,9.276,29.578,156.093,432.39,6.089,135.817,156.003,57.516,0.13,0.15
2015-01-23 00:00:00+00:00,34.959,2.342,46.63,79.455,18.207,24.88,83.702,8.34,29.44,154.68,429.073,5.927,135.817,155.153,57.2,0.13,0.15
2015-01-24 00:00:00+00:00,34.555,2.381,45.986,78.715,18.17,24.386,83.179,6.731,29.349,153.621,425.756,4.664,135.325,154.303,56.838,0.13,0.15
2015-01-25 00:00:00+00:00,34.334,2.381,45.613,78.327,18.158,24.139,82.703,9.103,29.303,153.267,424.097,4.502,134.341,153.878,56.658,0.13,0.15
2015-01-26 00:00:00+00:00,34.298,2.381,45.545,78.327,18.158,24.093,82.228,8.271,29.303,152.914,423.82,4.566,134.341,153.783,56.613,0.13,0.15
2015-01-27 00:00:00+00:00,33.305,2.227,43.714,77.939,18.189,22.827,81.704,7.473,29.028,147.617,415.804,5.927,133.356,151.705,55.619,0.13,0.15
2015-01-28 00:00:00+00:00,32.938,2.227,43.002,77.41,18.12,22.302,81.181,6.094,28.936,145.498,412.763,5.959,133.849,150.855,55.213,0.13,0.15
2015-01-29 00:00:00+00:00,32.534,2.342,42.357,76.599,18.189,21.762,80.706,6.663,28.798,143.732,409.445,6.218,134.833,150.005,54.851,0.13,0.15
2015-01-30 00:00:00+00:00,32.152,2.419,41.713,75.647,18.214,21.206,80.183,7.099,28.661,141.967,405.852,6.931,136.801,149.108,54.445,0.13,0.15
2015-01-31 00:00:00+00:00,31.756,2.381,41.137,74.765,18.226,20.65,79.66,5.86,28.569,139.848,402.258,6.769,139.754,148.21,54.038,0.13,0.15
2015-02-01 00:00:00+00:00,31.558,2.342,40.865,74.342,18.226,20.372,79.136,5.658,28.477,139.141,400.323,6.251,138.277,147.738,53.812,0.13,0.15
2015-02-02 00:00:00+00:00,31.525,2.342,40.797,74.307,18.226,20.31,78.613,6.697,28.477,139.141,400.046,6.251,137.785,147.643,53.767,0.13,0.15
2015-02-03 00:00:00+00:00,30.568,2.189,39.509,73.249,18.189,18.89,78.043,7.233,28.294,134.904,390.98,6.121,137.293,145.424,52.729,0.13,0.15
2015-02-04 00:00:00+00:00,30.172,2.074,38.966,72.226,18.226,18.257,77.52,5.826,28.202,132.432,387.678,7.643,135.817,144.479,52.322,0.13,0.15
2015-02-05 00:00:00+00:00,29.776,1.997,38.39,71.204,18.245,17.655,76.949,3.682,28.11,129.606,384.597,8.324,135.325,143.487,51.961,0.13,0.15
2015-02-06 00:00:00+00:00,29.38,2.035,37.915,70.322,18.22,17.053,76.378,3.85,28.019,126.075,382.836,6.866,134.833,142.542,51.554,0.13,0.15
2015-02-07 00:00:00+00:00,28.984,2.035,37.406,69.476,18.189,16.482,75.808,4.017,27.927,123.603,381.295,4.631,134.341,141.503,51.058,0.13,0.15
2015-02-08 00:00:00+00:00,28.753,2.035,37.135,69.017,18.189,16.173,75.475,7.889,27.881,123.25,380.415,4.145,133.356,141.031,50.787,0.13,0.15
2015-02-09 00:00:00+00:00,28.72,2.035,37.101,68.947,18.195,16.111,74.999,6.764,27.881,123.25,380.195,4.178,131.88,140.937,50.741,0.13,0.15
2015-02-10 00:00:00+00:00,27.631,2.15,35.88,67.113,18.276,14.552,74.428,5.39,27.606,119.718,372.491,4.793,131.88,138.339,49.612,0.13,0.15
2015-02-11 00:00:00+00:00,27.169,2.304,35.371,66.584,18.251,13.95,73.858,4.821,27.468,117.246,369.41,5.927,131.88,137.3,49.116,0.13,0.15
2015-02-12 00:00:00+00:00,26.74,2.419,34.863,65.562,18.263,13.332,73.24,2.844,27.377,114.421,366.329,6.963,131.388,136.214,48.619,0.13,0.15
2015-02-13 00:00:00+00:00,26.311,2.458,34.32,64.539,18.251,12.622,72.669,2.577,27.239,111.596,363.027,7.579,131.388,135.08,48.167,0.13,0.15
2015-02-14 00:00:00+00:00,25.915,2.496,33.811,63.657,18.17,11.896,72.098,1.672,27.102,109.477,360.166,6.801,130.896,133.946,47.715,0.13,0.15
2015-02-15 00:00:00+00:00,25.72,2.496,33.574,63.305,18.114,11.541,71.48,3.179,27.056,108.77,358.625,6.283,130.404,133.427,47.49,0.13,0.15
2015-02-16 00:00:00+00:00,25.69,2.496,33.54,63.199,18.12,11.464,70.957,4.452,27.056,108.417,358.405,6.283,129.912,133.332,47.445,0.13,0.15
2015-02-17 00:00:00+00:00,24.88,2.419,32.421,60.625,18.201,9.766,70.386,3.381,26.826,103.12,352.462,6.445,128.928,130.64,46.315,0.13,0.15
2015-02-18 00:00:00+00:00,24.55,2.304,31.946,59.673,18.17,9.087,69.958,2.644,26.781,101.001,350.481,5.862,127.944,129.507,45.909,0.13,0.15
2015-02-19 00:00:00+00:00,24.28,2.419,31.505,58.791,18.12,8.531,69.388,3.347,26.689,99.235,348.06,5.992,127.944,128.42,45.548,0.13,0.15
2015-02-20 00:00:00+00:00,23.98,2.534,31.03,57.804,18.139,8.266,68.96,2.945,26.597,97.47,345.199,6.542,127.451,127.24,45.141,0.13,0.15
2015-02-21 00:00:00+00:00,23.65,2.534,30.522,56.816,18.151,8.011,68.436,1.973,26.505,95.704,342.118,7.093,127.944,126.106,44.69,0.13,0.15
2015-02-22 00:00:00+00:00,23.5,2.458,30.25,56.323,18.151,7.87,67.866,1.806,26.46,94.998,340.577,7.287,127.451,125.492,44.464,0.13,0.15
2015-02-23 00:00:00+00:00,23.47,2.458,30.183,56.217,18.151,7.841,67.295,1.571,26.46,94.998,340.357,7.255,128.436,125.35,44.419,0.13,0.15
2015-02-24 00:00:00+00:00,22.72,2.496,28.657,54.419,18.214,7.133,66.822,1.873,26.23,91.466,333.094,6.38,128.436,122.517,43.38,0.13,0.15
2015-02-25 00:00:00+00:00,22.42,2.458,28.012,53.808,18.238,6.793,66.406,2.71,26.139,89.347,330.452,7.222,128.436,121.336,42.928,0.13,0.15
2015-02-26 00:00:00+00:00,22.12,2.419,27.402,53.153,18.251,6.453,65.915,0.935,26.001,87.228,327.591,7.773,127.944,120.155,42.477,0.13,0.15
2015-02-27 00:00:00+00:00,21.79,2.342,26.859,52.475,18.269,6.311,65.499,0.935,25.909,85.109,324.07,7.805,127.944,118.927,41.619,0.13,0.15
2015-02-28 00:00:00+00:00,21.49,2.304,26.384,51.978,18.263,6.382,65.008,0.586,25.772,83.697,321.208,6.445,127.451,117.699,40.535,0.13,0.15
2015-03-01 00:00:00+00:00,21.34,2.266,26.147,51.82,18.257,6.425,64.516,1.538,25.726,83.344,320.108,5.376,128.436,117.085,39.947,0.13,0.15
2015-03-02 00:00:00+00:00,21.31,2.266,26.113,51.752,18.257,6.389,64.176,2.811,25.726,83.344,319.888,5.409,127.944,116.943,39.902,0.13,0.15
2015-03-03 00:00:00+00:00,20.5,2.266,24.926,50.102,18.263,5.596,63.685,1.906,25.451,79.459,312.404,6.348,127.944,113.968,38.502,0.13,0.15
2015-03-04 00:00:00+00:00,20.17,2.266,24.417,49.356,18.282,5.171,63.193,0.528,25.313,77.34,309.103,6.251,127.944,112.645,37.96,0.13,0.15
2015-03-05 00:00:00+00:00,19.81,2.266,23.977,48.723,18.288,4.703,62.702,0.596,25.176,74.868,305.801,7.384,127.944,111.37,37.48,0.13,0.15
2015-03-06 00:00:00+00:00,19.503,2.304,23.536,48.181,18.263,4.498,62.21,0.532,25.084,72.043,302.94,7.967,127.944,110.048,36.777,0.13,0.15
2015-03-07 00:00:00+00:00,19.338,2.496,23.197,47.797,18.276,4.739,61.681,0.446,25.038,69.924,300.739,6.834,126.467,108.867,36.113,0.13,0.15
2015-03-08 00:00:00+00:00,19.283,2.573,23.027,47.684,18.319,4.93,61.265,0.55,24.992,69.218,299.859,5.894,126.467,108.3,35.918,0.13,0.15
2015-03-09 00:00:00+00:00,19.283,2.573,23.129,47.593,18.319,4.916,60.887,1.973,24.992,69.218,299.638,5.927,127.944,108.158,35.918,0.13,0.15
2015-03-10 00:00:00+00:00,18.954,2.342,25.299,45.401,18.332,4.661,60.396,0.528,24.992,66.392,293.916,6.348,129.912,105.277,35.528,0.13,0.15
2015-03-11 00:00:00+00:00,18.707,2.496,25.435,44.384,18.325,4.236,60.056,1.035,24.9,66.392,290.614,5.7,129.912,103.955,35.293,0.13,0.15
2015-03-12 00:00:00+00:00,18.46,2.65,25.469,43.39,18.307,3.69,59.527,1.739,24.809,65.333,287.533,6.121,130.896,102.632,35.059,0.13,0.15
2015-03-13 00:00:00+00:00,18.24,2.573,25.537,42.395,18.288,3.025,58.997,0.594,24.671,64.627,284.451,5.441,132.864,101.216,34.747,0.13,0.15
2015-03-14 00:00:00+00:00,18.021,2.419,25.537,41.446,18.294,2.323,58.506,0.526,24.579,63.567,281.15,4.987,132.864,99.799,34.356,0.13,0.15
2015-03-15 00:00:00+00:00,17.883,2.381,25.57,40.994,18.313,1.99,57.977,1.438,24.534,63.214,279.609,5.668,133.356,99.043,34.122,0.13,0.15
2015-03-16 00:00:00+00:00,17.856,2.381,25.57,40.904,18.319,1.983,57.448,0.526,24.534,63.214,279.389,5.603,133.356,98.901,34.044,0.13,0.15
2015-03-17 00:00:00+00:00,17.225,2.112,25.638,38.757,18.394,1.778,56.918,0.514,24.258,59.329,271.466,4.437,133.356,95.312,32.053,0.13,0.15
2015-03-18 00:00:00+00:00,16.923,2.189,25.638,37.83,18.381,1.771,56.389,0.538,24.121,57.564,267.944,5.247,132.864,93.8,31.155,0.13,0.15
2015-03-19 00:00:00+00:00,16.621,2.227,25.672,36.881,18.356,1.388,55.822,0.496,23.983,55.092,264.642,6.898,132.372,92.242,30.452,0.13,0.15
2015-03-20 00:00:00+00:00,16.319,2.227,25.706,35.932,18.344,0.822,55.293,0.41,23.892,52.619,261.341,7.028,130.896,90.636,29.788,0.13,0.15
2015-03-21 00:00:00+00:00,16.017,2.189,25.74,34.96,18.325,0.482,54.726,0.356,23.754,51.207,258.04,5.409,130.404,89.03,28.969,0.13,0.15
2015-03-22 00:00:00+00:00,15.852,2.15,25.774,34.44,18.319,0.446,54.197,0.52,23.662,50.854,256.279,4.599,129.912,88.227,28.539,0.13,0.15
2015-03-23 00:00:00+00:00,15.825,2.15,25.774,34.35,18.325,0.475,53.63,0.56,23.662,50.854,255.839,4.664,129.42,88.038,28.422,0.13,0.15
2015-03-24 00:00:00+00:00,15.083,2.304,25.876,32.045,18.4,1.14,53.063,0.424,23.387,46.616,247.475,6.542,128.436,83.598,26.041,0.13,0.15
2015-03-25 00:00:00+00:00,14.782,2.342,25.91,31.095,18.4,1.424,52.458,0.408,23.341,44.497,243.953,7.481,127.944,81.898,25.064,0.13,0.15
2015-03-26 00:00:00+00:00,14.48,2.342,25.943,30.124,18.388,1.672,51.891,0.404,23.25,42.025,240.872,8.064,127.944,80.198,24.049,0.13,0.15
2015-03-27 00:00:00+00:00,14.19,2.381,25.977,29.129,18.388,1.898,51.362,0.324,23.112,40.259,237.57,7.384,127.451,78.45,22.995,0.13,0.15
2015-03-28 00:00:00+00:00,14.073,2.381,25.977,28.655,18.388,2.005,50.757,0.336,23.066,39.553,235.809,6.639,126.467,77.553,22.488,0.13,0.15
2015-03-29 00:00:00+00:00,14.049,2.381,25.977,28.564,18.388,2.026,50.152,0.482,23.066,39.553,235.369,6.672,125.975,77.364,22.371,0.13,0.15
2015-03-30 00:00:00+00:00,13.441,2.227,26.045,26.169,18.381,2.458,49.547,0.444,22.699,36.021,226.345,7.125,125.483,73.019,19.833,0.13,0.15
2015-03-31 00:00:00+00:00,13.184,2.304,26.079,25.174,18.363,2.607,48.943,0.332,22.562,33.549,222.603,7.222,124.007,71.177,18.74,0.13,0.15
2015-04-01 00:00:00+00:00,12.926,2.419,26.113,24.225,18.325,2.748,48.3,0.326,22.424,31.43,218.862,7.352,123.515,69.288,17.647,0.13,0.15
2015-04-02 00:00:00+00:00,12.645,2.342,26.113,23.321,18.288,2.89,47.657,0.358,22.287,30.018,214.9,7.158,122.531,67.446,16.553,0.13,0.15
2015-04-03 00:00:00+00:00,12.341,2.266,26.147,22.372,18.263,3.017,47.015,0.306,22.149,28.252,210.938,7.028,121.546,65.556,15.46,0.13,0.15
2015-04-04 00:00:00+00:00,12.06,2.304,26.147,21.423,18.276,3.145,46.372,0.354,22.011,26.133,206.976,6.898,121.054,63.62,14.367,0.13,0.15
2015-04-05 00:00:00+00:00,11.803,2.342,26.147,20.473,18.319,3.265,45.692,0.286,21.828,24.721,203.015,6.445,120.07,61.636,13.235,0.13,0.15
2015-04-06 00:00:00+00:00,11.522,2.419,26.181,19.524,18.325,3.223,45.049,0.378,21.69,22.955,199.053,6.931,119.578,59.652,12.298,0.13,0.15
2015-04-07 00:00:00+00:00,11.241,2.342,26.181,18.575,18.301,2.925,44.369,0.306,21.553,21.189,194.871,6.931,118.102,57.669,11.673,0.13,0.15
2015-04-08 00:00:00+00:00,10.937,2.227,26.215,17.581,18.288,2.529,43.726,0.264,21.415,19.423,190.909,7.352,117.61,55.685,11.127,0.13,0.15
2015-04-09 00:00:00+00:00,10.633,2.189,26.215,16.586,18.301,2.309,43.537,0.302,21.278,17.658,186.947,8.097,118.102,53.654,10.58,0.13,0.15
2015-04-10 00:00:00+00:00,10.329,2.266,26.249,15.614,18.325,2.557,42.365,0.204,21.186,16.245,182.985,8.032,118.594,51.623,9.877,0.13,0.15
2015-04-11 00:00:00+00:00,10.048,2.342,26.317,14.688,18.332,3.088,41.723,0.32,21.094,16.598,179.244,7.773,119.086,49.64,9.097,0.13,0.15
2015-04-12 00:00:00+00:00,9.744,2.381,26.418,13.739,18.319,3.471,41.118,0.354,21.003,17.304,175.062,7.773,120.07,47.609,8.745,0.13,0.15
2015-04-13 00:00:00+00:00,9.444,2.419,26.452,12.722,18.288,3.726,40.513,0.392,20.957,16.951,171.1,7.773,120.562,45.483,8.94,0.13,0.15
2015-04-14 00:00:00+00:00,9.192,2.304,26.52,11.727,18.245,3.96,39.833,0.282,20.865,16.598,168.112,7.125,119.086,43.311,9.253,0.13,0.15
2015-04-15 00:00:00+00:00,8.901,2.227,26.554,10.688,18.245,3.953,39.19,0.35,20.727,16.245,165.123,6.737,117.61,41.138,9.76,0.13,0.15
2015-04-16 00:00:00+00:00,8.591,2.342,26.554,9.976,18.282,3.598,38.51,0.392,20.59,15.539,162.135,7.417,117.118,38.918,10.112,0.13,0.15
2015-04-17 00:00:00+00:00,8.28,2.304,26.588,9.698,18.307,3.124,37.829,0.314,20.452,13.773,159.146,7.935,115.641,36.651,9.956,0.13,0.15
2015-04-18 00:00:00+00:00,7.931,2.266,26.588,9.431,18.325,2.734,37.149,0.214,20.315,12.713,156.315,7.903,116.133,34.384,9.604,0.13,0.15
2015-04-19 00:00:00+00:00,7.562,2.304,26.622,9.165,18.363,2.564,36.469,0.31,20.223,12.713,153.484,7.287,116.625,32.117,9.37,0.13,0.15
2015-04-20 00:00:00+00:00,7.562,2.304,26.622,9.165,18.363,2.564,35.826,0.304,20.223,12.713,153.484,7.287,116.133,32.117,9.37,0.13,0.15
2015-04-21 00:00:00+00:00,7.194,2.342,26.622,8.869,18.394,2.727,35.183,0.416,20.177,13.773,150.496,6.477,117.118,29.897,9.331,0.13,0.15
2015-04-22 00:00:00+00:00,6.864,2.381,26.656,8.597,18.325,3.102,34.616,0.442,20.085,15.892,147.507,6.38,118.102,27.677,9.448,0.13,0.15
2015-04-23 00:00:00+00:00,6.554,2.458,26.69,8.366,18.35,3.577,34.049,0.462,20.085,18.011,144.676,6.639,120.07,25.505,9.721,0.13,0.15
2015-04-24 00:00:00+00:00,6.243,2.419,26.723,8.124,18.444,3.868,33.52,0.494,20.085,20.483,142.002,6.737,121.546,23.332,10.034,0.13,0.15
2015-04-25 00:00:00+00:00,5.972,2.419,26.791,7.852,18.388,3.804,32.953,0.48,20.085,23.308,139.171,6.348,122.531,21.159,10.19,0.13,0.15
2015-04-26 00:00:00+00:00,5.719,2.381,26.893,7.568,18.332,3.655,32.386,0.496,20.131,26.486,136.183,5.538,124.007,18.892,10.268,0.13,0.15
2015-04-27 00:00:00+00:00,5.62,2.342,26.927,7.426,18.325,3.591,31.744,0.502,20.131,27.899,134.61,4.987,123.023,17.759,10.307,0.13,0.15
2015-04-28 00:00:00+00:00,4.932,2.304,26.995,6.656,18.332,3.23,31.063,0.518,20.131,32.843,126.903,5.732,121.054,11.76,9.643,0.13,0.15
2015-04-29 00:00:00+00:00,4.628,2.189,27.029,6.361,18.301,2.954,30.421,0.538,20.131,34.962,123.757,4.761,121.054,9.257,9.37,0.13,0.15
2015-04-30 00:00:00+00:00,4.308,2.227,27.097,6.083,18.282,2.578,29.74,0.552,20.131,36.375,120.611,4.534,120.07,6.754,9.058,0.13,0.15
2015-05-01 00:00:00+00:00,3.972,2.304,27.097,5.816,18.257,2.26,29.157,0.566,20.085,36.728,117.308,4.728,119.086,4.204,8.706,0.13,0.15
2015-05-02 00:00:00+00:00,3.636,2.304,27.13,5.319,18.251,2.09,28.671,0.5,20.04,37.081,114.005,4.566,118.594,2.362,8.316,0.13,0.15
2015-05-03 00:00:00+00:00,3.332,2.342,27.198,4.473,18.263,1.941,28.158,0.484,20.04,37.787,111.017,4.178,118.102,1.889,7.964,0.13,0.15
2015-05-04 00:00:00+00:00,3.028,2.419,27.232,3.639,18.301,1.955,27.672,0.492,20.085,38.493,108.343,4.178,117.61,1.795,7.886,0.13,0.15
2015-05-05 00:00:00+00:00,2.788,2.419,27.3,3.077,18.356,2.826,27.24,0.56,20.269,39.906,106.141,5.182,117.118,1.842,8.394,0.13,0.15
2015-05-06 00:00:00+00:00,2.66,2.458,27.368,2.937,18.419,4.066,26.862,0.588,20.59,42.025,104.254,6.639,119.086,2.078,9.214,0.13,0.15
2015-05-07 00:00:00+00:00,2.548,2.458,27.436,2.888,18.431,4.682,26.646,1.304,20.911,43.791,102.523,7.838,123.023,2.314,9.799,0.13,0.15
2015-05-08 00:00:00+00:00,2.463,2.419,27.537,2.919,18.356,4.788,26.484,1.672,21.186,45.556,100.636,7.903,125.483,2.409,10.151,0.13,0.15
2015-05-09 00:00:00+00:00,2.362,2.381,27.605,3.183,18.288,4.654,26.214,1.035,21.415,45.556,98.591,7.32,126.467,2.456,10.307,0.13,0.15
2015-05-10 00:00:00+00:00,2.35,2.419,27.707,3.172,18.35,4.562,25.917,1.773,21.645,45.91,97.018,6.996,126.467,2.739,10.502,0.13,0.15
2015-05-11 00:00:00+00:00,2.644,2.573,27.334,3.089,18.4,4.965,25.566,0.734,22.057,48.382,96.075,7.028,126.959,3.259,11.127,0.13,0.15
2015-05-12 00:00:00+00:00,3.172,3.84,26.215,3.674,18.388,5.617,25.323,1.136,22.653,50.854,95.131,7.643,128.928,3.637,11.947,0.13,0.15
2015-05-13 00:00:00+00:00,3.46,5.491,25.096,4.183,18.437,6.106,25.242,1.773,23.341,54.385,94.345,8.324,130.896,3.873,12.649,0.13,0.15
2015-05-14 00:00:00+00:00,3.556,6.451,24.316,4.112,18.475,6.488,25.134,2.342,23.937,58.976,93.873,8.453,132.372,4.015,13.157,0.13,0.15
2015-05-15 00:00:00+00:00,3.556,7.181,23.671,3.959,18.431,6.75,25.026,3.046,24.442,63.92,93.244,7.028,132.864,3.873,13.547,0.13,0.15
2015-05-16 00:00:00+00:00,3.46,7.834,23.095,4.231,18.245,6.899,24.864,3.816,24.809,67.805,92.772,5.214,133.849,3.637,13.782,0.13,0.15
2015-05-17 00:00:00+00:00,3.3,8.333,22.518,4.402,18.176,6.963,24.702,5.558,25.13,70.983,92.143,4.761,132.864,3.306,14.016,0.13,0.15
2015-05-18 00:00:00+00:00,3.092,8.832,21.942,4.059,18.232,7.012,24.513,4.955,25.451,74.515,91.356,5.279,131.88,3.023,14.289,0.13,0.15
2015-05-19 00:00:00+00:00,2.9,9.331,21.399,3.68,18.251,7.048,24.243,4.218,25.772,76.987,90.57,5.603,131.88,2.739,14.484,0.13,0.15
2015-05-20 00:00:00+00:00,2.724,9.83,20.924,3.314,18.288,7.083,24.0,3.917,26.093,79.459,89.941,5.506,133.356,2.503,14.64,0.13,0.15
2015-05-21 00:00:00+00:00,2.676,10.483,20.517,3.03,18.332,7.26,23.757,4.017,26.551,81.931,89.154,5.894,135.325,2.362,14.992,0.13,0.15
2015-05-22 00:00:00+00:00,2.74,11.213,20.178,3.373,18.319,7.558,23.541,4.319,27.102,84.05,88.997,5.992,135.817,2.55,15.382,0.13,0.15
2015-05-23 00:00:00+00:00,2.772,11.866,19.839,3.917,18.301,7.77,23.514,4.285,27.606,85.462,88.682,5.862,136.309,2.787,15.695,0.13,0.15
2015-05-24 00:00:00+00:00,2.708,12.403,19.466,4.408,18.325,7.891,23.433,4.921,28.019,86.169,88.053,6.283,137.293,3.023,15.968,0.13,0.15
2015-05-25 00:00:00+00:00,2.612,12.902,19.093,4.852,18.356,8.04,23.352,4.519,28.477,86.875,87.109,6.283,137.785,3.306,16.241,0.13,0.15
2015-05-26 00:00:00+00:00,2.548,13.478,18.686,4.793,18.356,8.224,23.19,4.452,28.936,89.347,86.48,6.089,137.293,3.731,16.514,0.13,0.15
2015-05-27 00:00:00+00:00,2.516,14.093,18.347,4.532,18.325,8.429,23.109,5.19,29.165,92.525,85.537,6.251,137.293,4.204,16.827,0.13,0.15
2015-05-28 00:00:00+00:00,2.45,14.63,18.008,4.118,18.375,8.654,23.028,5.491,28.89,95.351,84.75,6.996,136.801,4.487,17.1,0.13,0.15
2015-05-29 00:00:00+00:00,2.338,15.053,17.567,3.621,18.468,8.793,23.028,5.86,28.431,98.176,86.48,8.097,137.785,4.534,17.725,0.13,0.15
2015-05-30 00:00:00+00:00,2.225,15.437,17.126,3.379,18.338,8.917,22.866,5.525,28.019,100.648,86.166,7.967,137.785,4.44,18.701,0.13,0.15
2015-05-31 00:00:00+00:00,2.1,15.936,16.753,3.272,18.207,9.195,22.704,5.826,27.652,103.473,85.851,7.773,139.754,4.487,19.989,0.13,0.15
2015-06-01 00:00:00+00:00,1.95,16.435,16.414,3.018,18.294,9.488,22.542,7.032,27.285,106.652,85.537,8.162,140.738,4.392,21.512,0.13,0.15
2015-06-02 00:00:00+00:00,1.75,16.819,16.041,2.911,18.406,9.72,22.407,7.166,26.964,109.83,85.222,7.805,140.738,4.204,23.073,0.13,0.15
2015-06-03 00:00:00+00:00,1.587,17.203,15.634,2.797,18.499,9.982,22.272,8.132,26.689,113.361,84.75,7.481,141.722,4.109,24.596,0.13,0.15
2015-06-04 00:00:00+00:00,1.5,17.664,15.803,2.63,18.555,10.306,22.11,8.617,26.505,116.893,84.593,7.06,141.722,4.156,26.08,0.13,0.15
2015-06-05 00:00:00+00:00,1.663,18.509,17.092,2.567,18.674,11.449,21.948,8.271,26.551,121.484,86.323,6.51,141.722,4.912,27.954,0.13,0.15
2015-06-06 00:00:00+00:00,2.25,19.93,18.347,2.611,18.885,13.487,21.867,9.553,26.872,127.841,90.727,6.704,141.722,6.471,30.14,0.13,0.15
2015-06-07 00:00:00+00:00,3.012,21.427,19.059,2.76,18.953,15.262,22.488,11.148,27.102,133.844,94.816,7.06,141.23,8.171,32.053,0.13,0.15
2015-06-08 00:00:00+00:00,3.396,22.656,19.602,2.992,18.562,16.497,23.19,11.183,27.331,139.495,97.648,7.838,139.754,9.918,33.615,0.13,0.15
2015-06-09 00:00:00+00:00,3.54,23.693,20.043,3.497,18.276,17.408,23.622,12.847,27.514,143.379,100.164,8.129,135.817,11.855,35.137,0.13,0.15
2015-06-10 00:00:00+00:00,3.86,24.922,20.585,4.03,18.444,18.628,23.946,12.881,27.468,147.264,102.995,7.805,132.372,14.216,36.816,0.13,0.15
2015-06-11 00:00:00+00:00,4.244,26.342,21.365,4.698,18.499,20.434,24.27,13.54,27.423,152.561,106.456,7.838,130.404,17.239,38.909,0.13,0.15
2015-06-12 00:00:00+00:00,4.308,27.84,22.179,5.479,18.388,22.225,24.81,14.06,27.423,157.505,110.388,7.676,128.928,20.215,40.986,0.13,0.15
